,averagerating,numvotes,original_title,start_year,runtime_minutes,genres,ordering,nconst,category,job,characters,directors,writers,is_comedy,is_action,is_horror,is_romance,studio,domestic_gross,foreign_gross,year,id,release_date,production_budget,domestic_gross_tn,worldwide_gross
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",4.0,nm4310467,actor,,"[""Gia""]",nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",5.0,nm10307264,director,,,nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",6.0,nm9783168,writer,screenplay,,nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",7.0,nm5091608,producer,producer,,nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",8.0,nm4885422,producer,producer,,nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors,7.6,18,Neighbors,2018,90.0,"['Comedy', 'Drama']",9.0,nm1387046,producer,producer,,nm10307264,"nm10307264,nm9783168",True,False,False,False,Uni.,150200000.0,120500000,2014.0,64.0,"May 9, 2014","$18,000,000","$150,086,800","$270,944,428"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],10.0,nm0028787,composer,,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],1.0,nm0736622,actor,,"[""Mac Radner""]",nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],2.0,nm0126284,actress,,"[""Kelly Radner""]",nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],3.0,nm1374980,actor,,"[""Teddy Sanders""]",nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],4.0,nm1631269,actress,,"[""Shelby""]",nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],5.0,nm0831557,director,,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],6.0,nm1157527,writer,written by,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],7.0,nm1895993,writer,written by,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],8.0,nm1698571,writer,written by,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Neighbors 2: Sorority Rising,5.7,102793,Neighbors 2: Sorority Rising,2016,92.0,['Comedy'],9.0,nm4384917,producer,producer,,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",True,False,False,False,Uni.,55500000.0,52600000,2016.0,56.0,"May 20, 2016","$35,000,000","$55,340,730","$108,757,621"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",1.0,nm3154720,actor,,"[""Josh Biggs""]",nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",2.0,nm2601911,actress,,"[""Aurora Pilar""]",nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",3.0,nm2152462,actor,,"[""Walt Russo""]",nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",4.0,nm2918385,actress,,"[""Liat Gilkey""]",nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",5.0,nm3488692,director,,,nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",6.0,nm3229491,cinematographer,director of photography,,nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.8,88,Nerve,2011,83.0,"['Comedy', 'Drama']",7.0,nm6310692,production_designer,,,nm3488692,nm3488692,True,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",10.0,nm2341727,cinematographer,,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",1.0,nm2520212,actor,,"[""Jakob Evans""]",nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",2.0,nm3418737,actress,,"[""Grace""]",nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",3.0,nm0355440,actor,,"[""Vincent Gregory""]",nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",4.0,nm0842251,actor,,"[""Ben Livingston""]",nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",5.0,nm0349844,director,,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",6.0,nm1379081,writer,written by,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",7.0,nm0455593,producer,producer,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",8.0,nm1270087,composer,,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,4.6,118,Nerve,2013,86.0,"['Drama', 'Mystery', 'Thriller']",9.0,nm2971191,composer,,,nm0349844,"nm0349844,nm1379081",False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",10.0,nm1903054,producer,producer,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",1.0,nm0731075,actress,,"[""Vee""]","nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",2.0,nm2002649,actor,,"[""Ian""]","nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",3.0,nm2007030,actress,,"[""Sydney""]","nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",4.0,nm1851028,actor,,"[""Tommy""]","nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",5.0,nm1160962,director,,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",6.0,nm1413364,director,,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",7.0,nm0789366,writer,screenplay by,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",8.0,nm6290393,writer,based on the novel by,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.5,102782,Nerve,2016,96.0,"['Action', 'Adventure', 'Crime']",9.0,nm0441097,producer,producer,,"nm1160962,nm1413364","nm0789366,nm6290393",False,True,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.2,6,Nerve,2015,62.0,"['Documentary', 'History']",1.0,nm0107730,actor,,"[""Edward robinson""]",nm1577810,,False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.2,6,Nerve,2015,62.0,"['Documentary', 'History']",2.0,nm1577810,director,,,nm1577810,,False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Nerve,6.2,6,Nerve,2015,62.0,"['Documentary', 'History']",3.0,nm3430921,composer,,,nm1577810,,False,False,False,False,LGF,38600000.0,46700000,2016.0,43.0,"Jul 27, 2016","$20,000,000","$38,583,626","$70,652,284"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",10.0,nm0006235,composer,,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",1.0,nm0461136,actress,,"[""Ruth""]",nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",2.0,nm1659547,actress,,"[""Kathy""]",nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",3.0,nm1940449,actor,,"[""Tommy""]",nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",4.0,nm3505032,actress,,"[""Young Kathy""]",nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",5.0,nm0738796,director,,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",6.0,nm0410958,writer,novel,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",7.0,nm0307497,writer,screenplay,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",8.0,nm0531602,producer,producer,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Never Let Me Go,7.1,130084,Never Let Me Go,2010,103.0,"['Drama', 'Romance', 'Sci-Fi']",9.0,nm0716924,producer,producer,,nm0738796,"nm0410958,nm0307497",False,False,False,True,FoxS,2400000.0,7000000,2010.0,29.0,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",10.0,nm0304830,writer,characters,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",1.0,nm0001774,actor,,"[""Larry Daley"",""Laaa""]",nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",2.0,nm0000245,actor,,"[""Teddy Roosevelt"",""Voice of Garuda""]",nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",3.0,nm0005562,actor,,"[""Jedediah""]",nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",4.0,nm0001813,actor,,"[""Cecil""]",nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",5.0,nm0506613,director,,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",6.0,nm1115862,writer,screenplay,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",7.0,nm1911349,writer,screenplay,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",8.0,nm0295296,writer,story,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Night at the Museum: Secret of the Tomb,6.2,93103,Night at the Museum: Secret of the Tomb,2014,98.0,"['Adventure', 'Comedy', 'Family']",9.0,nm0502073,writer,characters,,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",True,False,False,False,Fox,113700000.0,249500000,2014.0,60.0,"Dec 19, 2014","$127,000,000","$113,746,621","$353,756,621"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",10.0,nm0006133,composer,,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",1.0,nm0350453,actor,,"[""Louis Bloom""]",nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",2.0,nm0000623,actress,,"[""Nina Romina""]",nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",3.0,nm0000200,actor,,"[""Joe Loder""]",nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",4.0,nm1981893,actor,,"[""Rick""]",nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",5.0,nm0319659,director,,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",6.0,nm0289048,producer,producer,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",7.0,nm0006904,producer,producer,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",8.0,nm0484123,producer,producer,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
Nightcrawler,7.9,404476,Nightcrawler,2014,117.0,"['Crime', 'Drama', 'Thriller']",9.0,nm1490949,producer,producer,,nm0319659,nm0319659,False,False,False,False,ORF,32400000.0,6300000,2014.0,34.0,"Oct 31, 2014","$8,500,000","$32,381,218","$50,334,418"
No Escape,6.8,70222,No Escape,2015,103.0,"['Action', 'Thriller']",10.0,nm0761486,composer,,,nm0235719,"nm0235719,nm1803105",False,True,False,False,Wein.,27300000.0,27100000,2015.0,74.0,"Aug 26, 2015","$5,000,000","$27,288,872","$42,844,516"
No Escape,6.8,70222,No Escape,2015,103.0,"['Action', 'Thriller']",1.0,nm1128572,actress,,"[""Annie Dwyer""]",nm0235719,"nm0235719,nm1803105",False,True,False,False,Wein.,27300000.0,27100000,2015.0,74.0,"Aug 26, 2015","$5,000,000","$27,288,872","$42,844,516"
